,open_dt,close_dt,symbol,amount,buy,sell,long,pnl,rt_returns,duration,returns
24,2022-01-05 13:56:00+05:30,2022-01-05 14:06:00+05:30,NIFTY20220127FUT,50.0,17971.15,17966.75,True,-220.00000000007276,-0.0002448368635285697,0 days 00:10:00,-0.00044810167834461617
25,2022-01-06 09:21:00+05:30,2022-01-06 10:21:00+05:30,NIFTY20220127FUT,50.0,17768.7,17796.85,False,1407.4999999998909,0.0015842464558463937,0 days 01:00:00,0.002852597231511098
26,2022-01-06 10:26:00+05:30,2022-01-06 10:56:00+05:30,NIFTY20220127FUT,50.0,17716.5,17754.15,False,1882.5000000000728,0.0021251375836085825,0 days 00:30:00,0.003815285462394505
27,2022-01-06 13:01:00+05:30,2022-01-06 13:06:00+05:30,NIFTY20220127FUT,50.0,17762.0,17748.25,True,-687.5,-0.0007741245355252787,0 days 00:05:00,-0.0013933645446991346
28,2022-01-06 13:16:00+05:30,2022-01-06 14:11:00+05:30,NIFTY20220127FUT,50.0,17744.45,17758.95,True,725.0,0.0008171569138519368,0 days 00:55:00,0.0014693662471372691
29,2022-01-06 14:26:00+05:30,2022-01-06 15:01:00+05:30,NIFTY20220127FUT,50.0,17802.4,17809.9,True,375.0,0.0004212915112569091,0 days 00:35:00,0.0007600170243813461
30,2022-01-07 09:21:00+05:30,2022-01-07 10:31:00+05:30,NIFTY20220127FUT,50.0,17880.0,17930.5,True,2525.0,0.0028243847874720356,0 days 01:10:00,
31,2022-01-07 10:36:00+05:30,2022-01-07 10:41:00+05:30,NIFTY20220127FUT,50.0,17943.0,17911.65,True,-1567.4999999999272,-0.0017471994649723315,0 days 00:05:00,
32,2022-01-07 11:51:00+05:30,2022-01-07 12:21:00+05:30,NIFTY20220127FUT,50.0,17812.25,17833.0,False,1037.5,0.0011649286305772714,0 days 00:30:00,
33,2022-01-07 15:06:00+05:30,2022-01-07 15:26:00+05:30,NIFTY20220127FUT,50.0,17851.0,17860.1,True,454.99999999992724,0.0005097753627246958,0 days 00:20:00,
34,2022-01-10 09:21:00+05:30,2022-01-10 10:36:00+05:30,NIFTY20220127FUT,50.0,17958.65,17984.95,True,1314.9999999999636,0.0014644753363977398,0 days 01:15:00,
35,2022-01-10 14:11:00+05:30,2022-01-10 14:16:00+05:30,NIFTY20220127FUT,50.0,18007.05,17999.9,False,-357.49999999989086,-0.0003970667044295327,0 days 00:05:00,
